Database_ID,Database_Name,Associated_Subjects,Original_Description_HTML,Rewritten_Description_A_HTML,Rewritten_Description_B_HTML,Database_URL,
67320638,Anthropology Online,Anthropology;Archaeological Anthropology;Cultural Anthropology;Evolutionary Anthropology,"&lt;img alt=&quot;Covered in OneSearch&quot; src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; title=&quot;Covered in OneSearch&quot; /&gt; Anthropology Online brings together a wide range of written ethnographies, field notes, seminal texts, memoirs, and contemporary studies, covering human behavior the world over. Essential for study in the areas of politics, economics, history, psychology, environmental studies, religion, area studies, linguistics, and geography, the database will contain more than over 100,000 pages of full-text material at completion, including tens of thousands of pages of previously unpublished material from major archives.", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://search.alexanderstreet.com/anto,
67320639,Art and Architecture Archive,Database EBA,"&lt;img alt=&quot;Covered in OneSearch&quot; src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; title=&quot;Covered in OneSearch&quot; /&gt; Art and Architecture Archive offers many titles previously unavailable in digital form, allowing libraries to replace torn and worn print issues with pristine digital facsimiles. Via the powerful ProQuest interface, users can search the full text, browse and retrieve articles and advertisements, and view illustrations, photographs and technical plans in detail and in context, to gain new insights and inspiration. &lt;p&gt;&lt;b&gt;Available through June 30, 2025&lt;/b&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.proquest.com/artarchitectureshell?accountid=9840,
67320640,Education Magazine Archive,American Studies;Education;History,&lt;img alt=&quot;Covered in OneSearch&quot; src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; title=&quot;Covered in OneSearch&quot; /&gt; Education Magazine Archive will comprise archival runs of 26 major 20th-21st century magazines relating to many different aspects of education. This collection provides primary source insights into the history of education during this period., DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.proquest.com/ema?accountid=9840,
67320641,Entertainment Industry Magazine Archive Collection 1-5,American Studies;History;Database EBA,"&lt;img alt=&quot;Covered in OneSearch&quot; src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; title=&quot;Covered in OneSearch&quot; /&gt; Collection titled: Cinema, Film and Television, Video Gaming. An archival research resource containing the essential primary sources for studying the history of the film and entertainment industries, from the era of vaudeville and silent movies through to the 21st century. The core US and UK trade magazines covering film, music, broadcasting and theater are included, together with film fan magazines and music press titles. Issues have been scanned in high-resolution color, with granular indexing of articles, covers, ads and reviews.&lt;p&gt;&lt;b&gt;Available through June 30, 2025&lt;/b&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.proquest.com/eimashell?accountid=9840,
67320642,Environmental Issues Online,American Studies;Anthropology;Archaeological Anthropology;Cultural Anthropology;Database EBA,"&lt;img alt=&quot;Covered in OneSearch&quot; src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; title=&quot;Covered in OneSearch&quot; /&gt; Environmental Issues Online brings together multimedia materials (text, archival, primary sources, video and audio) around key environmental challenges, including climate change, water/air pollution, biodiversity, conservation, agriculture, deforestation and more. The comprehensive database is curated around specific environmental issues and events from the 20th and 21st centuries, enabling students to build a critical understanding of the relationship between people and the environment.  Reflecting the multidisciplinary nature of the field of Environmental Studies, content is drawn from discipline perspectives including: Anthropology, Diplomacy, Ecology, Economics, Geography, History, Law, Medicine, Politics &amp; Policy, Sociology, and Photography. &lt;p&gt;&lt;b&gt;Available through June 30, 2025&lt;/b&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://search.alexanderstreet.com/envi,
67320643,Health & Fitness Magazine Archive,American Studies;History;Database EBA,"&lt;img alt=&quot;Covered in OneSearch&quot; src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; title=&quot;Covered in OneSearch&quot; /&gt; The backfiles of consumer magazines devoted to health and fitness topics. With publications aimed at a male readership (e.g. Flex, Men’s Health) and women’s titles (e.g. Women’s Health, Women’s Health Activist), this collection supports research in topics such as the history of sex roles, body image, fitness/exercise, public health, food/nutrition, and medicine. The backfile of Prevention (from 1950) offers over six decades of content reflecting contemporary developments in these areas. &lt;p&gt;&lt;b&gt;Available through June 30, 2025&lt;/b&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.proquest.com/hfma?accountid=9840,
67320645,ProQuest Historical Newspapers: The Baltimore Afro-American,American Studies;History;Database EBA,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;This historical newspaper provides genealogists, researchers and scholars with online, easily-searchable first-hand accounts and unparalleled coverage of the politics, society and events of the time.&lt;/p&gt;&lt;p&gt;&lt;strong&gt;Available through June 30, 2025&lt;/strong&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.proquest.com/hnpbaltimoreafricanamerican1?accountid=9840,
67320646,ProQuest Historical Newspapers: The Baltimore Sun,American Studies;History;Database EBA,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;This historical newspaper provides genealogists, researchers and scholars with online, easily-searchable first-hand accounts and unparalleled coverage of the politics, society and events of the time.&lt;/p&gt;&lt;p&gt;&lt;strong&gt;Available through June 30, 2025&lt;/strong&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.proquest.com/hnpbaltimoresun?accountid=9840,
67320650,ProQuest Historical Newspapers: The Korea Times,American Studies;History;Database EBA,"&lt;img alt=&quot;Covered in OneSearch&quot; src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; title=&quot;Covered in OneSearch&quot; /&gt; This historical newspaper provides genealogists, researchers and scholars with online, easily-searchable first-hand accounts and unparalleled coverage of the politics, society and events of the time. &lt;p&gt;&lt;b&gt;Available through June 30, 2025&lt;/b&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.proquest.com/hnpkoreatimes?accountid=9840,
67320651,ProQuest Historical Newspapers: Michigan Chronicle,American Studies;History;Database EBA,"&lt;img alt=&quot;Covered in OneSearch&quot; src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; title=&quot;Covered in OneSearch&quot; /&gt; This historical newspaper provides genealogists, researchers and scholars with online, easily-searchable first-hand accounts and unparalleled coverage of the politics, society and events of the time. &lt;p&gt;&lt;b&gt;Available through June 30, 2025&lt;/b&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.proquest.com/hnpmichiganchronicle?accountid=9840,
67320656,ProQuest Historical Newspapers: The Times of India,American Studies;History;Database EBA,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;This historical newspaper provides genealogists, researchers and scholars with online, easily-searchable first-hand accounts and unparalleled coverage of the politics, society and events of the time.&lt;/p&gt;&lt;p&gt;&lt;strong&gt;Available through June 30, 2025&lt;/strong&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.proquest.com/hnptimesofindia?accountid=9840,
67320658,Pinkerton’s National Detective Agency Records,American Studies;History;Database EBA,"During its colorful 150-year history, Pinkerton’s National Detective Agency, the oldest company of private investigators in the United States – founded by Allan Pinkerton in the 1850s – pursued some of the nation’s most notorious criminals, like Butch Cassidy and the Sundance Kid, Jesse James, Alfred Brady, John Dillinger and countless others. This fascinating collection, digitized in History Vault from the Library of Congress holdings, includes files on some of the Pinkerton’s most well-known cases. It offers exciting research opportunities in criminology, sociology, the history of law enforcement and labor relations. &lt;p&gt;&lt;b&gt;Available through June 30, 2025&lt;/b&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://hv.proquest.com/historyvault/hv.jsp?pageid=advanced_ui&module=3727,
